head_label,candidate_id,candidate_group,source_file,counterexample_type,seed,family,heldout_family_type,token_domain,sequence_length_bucket,intervention,position_label,effect_size,failure_mode,reason
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.0045848630136261,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.0045848630136261,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0040431932020794,control_moved,A control row had positive intervention effect.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0040431932020794,target_swap_leak,A wrong-target or target-swap control moved.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,22,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,22,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_number_short,positive,number,short,head_zero_ablation,final,-0.0638097868884225,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_number_short,positive,number,short,head_zero_ablation,final,-0.0638097868884225,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_number_short,positive,number,short,head_zero_ablation,final,-0.0407495453910432,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_number_short,positive,number,short,head_zero_ablation,final,-0.0407495453910432,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_word_long,positive,word,long,head_zero_ablation,final,-0.0384033037154112,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_word_long,positive,word,long,head_zero_ablation,final,-0.0384033037154112,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_word_long,positive,word,long,head_zero_ablation,final,-0.0384033037154112,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_word_long,positive,word,long,head_zero_ablation,final,-0.0384033037154112,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_number_short,positive,number,short,head_clean_to_corrupt_patch,final,-0.0322395337299542,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,20,char_number_short,positive,number,short,head_clean_to_corrupt_patch,final,-0.0322395337299542,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_symbolic_long,positive,symbolic,long,head_mean_ablation,final,-0.0281272354444642,domain_flip,Effect direction disagreed across token domains.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,token_domain_or_length_failure,21,char_symbolic_long,positive,symbolic,long,head_mean_ablation,final,-0.0281272354444642,length_flip,Effect direction disagreed across sequence lengths.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.1152141308738176,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.101098492350648,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,22,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,20,char_symbolic_short,positive,symbolic,short,head_zero_ablation,final,-0.087828681290821,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.0668053157392441,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.0640535848212251,intervention_disagreement,Effect direction disagreed across interventions.
L7H0,heldout_cand_003,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H0.csv,position_intervention_mismatch,20,char_number_short,positive,number,short,head_zero_ablation,final,-0.0638097868884225,intervention_disagreement,Effect direction disagreed across interventions.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,2.87011695629528,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,2.87011695629528,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.6611615959499338,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.6611615959499338,reversed_control_leak,A reversed-order control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5886642359960226,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5886642359960226,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.4029633678539009,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_reversed_control,control,symbolic,short,head_mean_ablation,final,0.4029633678539009,reversed_control_leak,A reversed-order control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.3217754167067742,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.3217754167067742,reversed_control_leak,A reversed-order control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.1290515299861094,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_zero_ablation,final,0.1290515299861094,reversed_control_leak,A reversed-order control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.1176253528281361,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,22,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.1176253528281361,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.1168404950270953,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,control_moved,21,char_reversed_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.1168404950270953,reversed_control_leak,A reversed-order control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,2.87011695629528,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,2.87011695629528,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5886642359960226,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.5886642359960226,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.1176253528281361,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.1176253528281361,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.1047358441438117,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.1047358441438117,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.0976339657740808,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.0976339657740808,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.0914819151332844,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,20,char_target_swap_control,control,symbolic,short,head_zero_ablation,final,0.0914819151332844,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0806924137358169,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,22,char_target_swap_control,control,symbolic,short,head_clean_to_corrupt_patch,final,0.0806924137358169,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.0690107127538055,control_moved,A control row had positive intervention effect.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,wrong_target_control_moved,21,char_target_swap_control,control,symbolic,short,head_mean_ablation,final,0.0690107127538055,target_swap_leak,A wrong-target or target-swap control moved.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,final,-1.368885603482041,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,final,-1.368885603482041,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-1.2629900757421126,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-1.2629900757421126,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.9231049301330038,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.9231049301330038,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.9210307105856912,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.9210307105856912,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,previous_occurrence,-0.9070186955586326,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,previous_occurrence,-0.9070186955586326,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.7294111753219035,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,20,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.7294111753219035,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.7294111753219035,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,22,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,final,-0.7294111753219035,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.660181052887082,domain_flip,Effect direction disagreed across token domains.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,token_domain_or_length_failure,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.660181052887082,length_flip,Effect direction disagreed across sequence lengths.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-1.2629900757421126,intervention_disagreement,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,final,-1.2629900757421126,position_mismatch,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.9210307105856912,intervention_disagreement,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_zero_ablation,previous_occurrence,-0.9210307105856912,position_mismatch,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,previous_occurrence,-0.9070186955586326,intervention_disagreement,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_mean_ablation,previous_occurrence,-0.9070186955586326,position_mismatch,Position/intervention mismatch row was present.
L7H11,heldout_cand_002,replicated_candidate,/home/home/p/g/n/learning_2/learning/ml_research/local-mi-lab/reports/head_specific_candidate_characterization_v1/counterexamples/counterexamples_L7H11.csv,position_intervention_mismatch,21,char_multi_distractor,positive,symbolic,medium,head_clean_to_corrupt_patch,previous_occurrence,-0.660181052887082,intervention_disagreement,Position/intervention mismatch row was present.
